name,group,Region,quadrant,jobdensity,imd
Rhymney BUASD,Small,Wales,Most Deprived Residential,0.387,0
Pontllan-fraith BUASD,Small,Wales,Mid Deprived Residential,0.449,0.59
Pontypool BUASD,Medium,Wales,Mid Deprived Working,0.720,0.53
Rhyl BUASD,Medium,Wales,Most Deprived Mixed,0.569,0
Welshpool BUASD,Small,Wales,Mid Deprived Working,1.361,0.53
Abergele BUASD,Small,Wales,Mid Deprived Mixed,0.567,0.59
Colwyn Bay BUASD,Medium,Wales,Mid Deprived Working,0.824,0.53
Beddau BUASD,Small,Wales,Least Deprived Residential,0.181,0.66
Penarth BUASD,Medium,Wales,Least Deprived Working,0.934,0.96
Bargod BUASD,Small,Wales,Least Deprived Working,0.278,0.07
Aberdare BUASD,Medium,Wales,Most Deprived Residential,0.357,0.33
Blackwood BUASD,Medium,Wales,Least Deprived Residential,0.552,0.62
Ystrad Mynach BUASD,Small,Wales,Mid Deprived Working,0.780,0.53
Swansea BUASD,Large,Wales,Most Deprived Working,0.822,0.39
Bridgend BUASD,Medium,Wales,Least Deprived Working,1.149,0.66
Taff's Well BUASD,Small,Wales,Least Deprived Working,0.961,0.86
Holywell BUASD,Small,Wales,Most Deprived Mixed,0.559,0.39
Aberystwyth BUASD,Small,Wales,Least Deprived Mixed,0.571,0.98
Neath BUASD,Medium,Wales,Mid Deprived Mixed,0.563,0.53
Pen-y-groes BUASD,Small,Wales,Least Deprived Working,0.758,0.8
Ebbw Vale BUASD,Small,Wales,Most Deprived Mixed,0.686,0.22
Cwmbran BUASD,Medium,Wales,Mid Deprived Working,0.866,0.53
Llandudno Junction BUASD,Small,Wales,Least Deprived Working,0.814,0.86
Flint BUASD,Small,Wales,Least Deprived Working,0.698,0.62
Port Talbot BUASD,Medium,Wales,Most Deprived Mixed,0.676,0.22
Porth BUASD,Small,Wales,Most Deprived Residential,0.336,0.22
Pontardawe BUASD,Small,Wales,Least Deprived Working,0.305,0.62
Newport BUASD,Large,Wales,Most Deprived Working,0.758,0.27
